Course ID,Course,Course Name,Course Hours,Course Description
231,ECE 357,Honors: Digital Systems Design,3,Same as ECE 351 with additional honors project.
232,COSC 302,Algorithms,4,"Design, analysis, and implementation of fundamental data structures and algorithms including list and tree-based sorting, graph algorithms and dynamic programming."
232,COSC 307,Honors: Algorithms,4,Same as COSC 302 with additional honors project.
233,ECE 313,Probability and Random Variables,3,"Probability axioms, Bayes' theorem. Discrete and continuous random variables. Probability mass functions, density functions, and joint distributions. Central limit theorem. Expectation, variance, covariance, and correlation."
233,ECE 317,Honors: Probability and Random Variables,3,Same as ECE 313 with additional honors project.
234,COSC 311,Discrete Structures,3,"Sets, functions, relations, equivalence relations, partial orderings and proof techniques, especially mathematical induction. Application of proof techniques to prove correctness of algorithms. Introduction to basic counting and combinatorics."
234,COSC 317,Honors: Discrete Structures,3,Same as COSC 311 with additional honors project.
235,COSC 360,Systems Programming,4,"In-depth introduction to C and its use in system programming. Introduction to memory and process layout, system calls, buffering, file I/O, file systems, directories, metadata, assembly code, stack frames, memory management, process management, and interprocess communication. Contact Hour Distribution: 3 hours lecture and 1 lab."
235,COSC 367,Honors: Systems Programming,4,Same as COSC 360 with additional honors project. Contact Hour Distribution: 3 hours lecture and 1 lab.
236,ECE 356,Computer Systems Architecture,3,"Architecture and design of microcomputer systems with microprocessors or microcontrollers. Instruction set architectures, software interfaces, processor structures, memory hierarchy, and interfacing."
236,ECE 358,Honors: Computer Systems Architecture,3,"Architecture and design of microcomputer systems with microprocessors or microcontrollers. Instruction set architectures, software interfaces, processor structures, memory hierarchy, and interfacing."
237,CE 441,Construction Engineering and Management II,3,"Fundamental calculations and case studies associated with construction methods and equipment including selection, productivity, and operations."
237,CE 448,Honors: Construction Engineering and Management II,3,"Fundamental calculations and case studies associated with construction methods and equipment including selection, productivity, and operations."
238,CE 432,Geotechnical Engineering Laboratory,1,"Series of laboratories designed to teach practical and theoretical aspects of moisture-compaction relationship, permeability, consolidation, and shear strength. Virtual experiments prior to physical laboratory will also be incorporated for relevant material."
239,CE 463,Structural Behavior Measurement,1,"Investigation of structural behavior through laboratory experiments of structural elements, systems, and materials."
240,CE 481,Environmental Engineering II,3,Theory and design of drinking water and wastewater treatment systems.
240,CE 487,Honors: Environmental Engineering II,3,Theory and design of drinking water and wastewater treatment systems.
241,CE 482,Environmental Engineering Laboratory,1,"Laboratory methods and interpretation of results for physical, chemical, and biological analysis of water, wastewater, and air pollution."
242,CE 430,Geotechnical Engineering II,3,"Site exploration methods to characterize soil properties for engineering design, bearing capacity theory, types of shallow foundation systems, geotechnical design of spread footings and mat foundation subjected to concentric and eccentric loading, reinforced concrete design of shallow foundations, stress influence factors and principle of super position, shallow foundation settlements in clays and sands, Rankine lateral earth pressure theory, types of earth retaining wall systems, stability of concrete retaining walls, introduction on types of deep foundation systems, axial capacity of single pile."
242,CE 437,Honors: Geotechnical Engineering II,3,"Site exploration methods to characterize soil properties for engineering design, bearing capacity theory, types of shallow foundation systems, geotechnical design of spread footings and mat foundation subjected to concentric and eccentric loading, reinforced concrete design of shallow foundations, stress influence factors and principle of super position, shallow foundation settlements in clays and sands, Rankine lateral earth pressure theory, types of earth retaining wall systems, stability of concrete retaining walls, introduction on types of deep foundation systems, axial capacity of single pile."
243,CE 533,No Catalog Title,3,No Catalog Description
244,CE 461,Structural Engineering II,3,"Analysis of structural elements including loads, shears and moments, composite beams, column buckling, deflections of beams, frames, and trusses, vertical and lateral load-resisting systems, analysis of indeterminate structures by moment distribution, stiffness, and approximate methods."
244,CE 467,Honors: Structural Engineering II,3,"Analysis of structural elements including loads, shears and moments, composite beams, column buckling, deflections of beams, frames, and trusses, vertical and lateral load-resisting systems, analysis of indeterminate structures by moment distribution, stiffness, and approximate methods."
245,CE 463,Structural Behavior Measurement,3,"Investigation of structural behavior through laboratory experiments of structural elements, systems, and materials."
246,CE 455,Transportation Engineering II,3,"Integrating transportation engineering principles into design of multimodal transportation systems, including overview of transportation design tools often utilized in the industry. Analysis of geometric design and operations management strategies to improve safety and performance; including design for non-motorized and public transport, intelligent transportation systems, signal systems, and simulation."
246,CE 458,Honors: Transportation Engineering II,3,"Integrating transportation engineering principles into design of multimodal transportation systems, including overview of transportation design tools often utilized in the industry. Analysis of geometric design and operations management strategies to improve safety and performance; including design for non-motorized and public transport, intelligent transportation systems, signal systems, and simulation."
247,CE 456,Transportation Engineering Lab,1,Applying transportation principles to transportation operations and planning problems. Includes data collection techniques and analysis and application of transportation analysis software to model transportation systems.
248,CE 494,Water Resources Engineering II,3,"Advanced topics in water resources engineering with an emphasis on system analysis, modeling, and design. Topics include water supply and distribution, sanitary sewers, pump stations, hydrologic reservoir/stream flow routing, probability and risk/uncertainty analysis for flood control, and hydropower generation."
248,CE 497,Honors: Water Resources Engineering II,3,"Advanced topics in water resources engineering with an emphasis on system analysis, modeling, and design. Topics include water supply and distribution, sanitary sewers, pump stations, hydrologic reservoir/stream flow routing, probability and risk/uncertainty analysis for flood control, and hydropower generation."
249,CE 496,Water Resources Engineering Laboratory,1,"Introduction to laboratory report writing. Design and analysis of hydraulic and hydrologic experiments including laboratory exercises on basic fluid properties, hydrostatic pressure, flow behavior in porous media, pipe flow head losses, open channel flow, fluid flow measurement in pressurized pipe and open channels, and pump analysis."
